# parameters of the model
# {'N0': 10.840415249628325, 'k': 0.6961623006108576, 'gd': 0.006423201621070339, 'kex': 0.0005576435529285391, 'kc': 7.897334742041683e-05, 'sigm': 3}
,time,ne,nh,nx,nx_hot,delta_hGamma,PL
0,-13000.0,0.0,0.0,46.32730209848527,9.88118048961014,56.20848258809541,0.0
1,-12987.021995095096,0.7897880760256573,0.7897880760256573,46.31513906357664,9.090879382259256,56.985594597887214,0.0006419505539148816
2,-12974.04399019019,1.513546691813243,1.513546691813243,46.28186974028197,8.363786900733677,57.67275002464213,0.0012293477531063297
3,-12961.065985285286,2.1741354996278215,2.1741354996278215,46.231791785524806,7.694847591685855,58.274910376466295,0.0017639869414840103
4,-12948.08798038038,2.773874460899628,2.773874460899628,46.16979091218909,7.079410339122774,58.79695017311113,0.0022475674959082
5,-12935.109975475476,3.316127105337707,3.316127105337707,46.09861031308893,6.513196025328698,59.24406054909305,0.0026827921986247406
6,-12922.13197057057,3.8048018841920808,3.8048018841920808,46.019671478572555,5.992267778281395,59.62154302523811,0.003072865807649437
7,-12909.153965665666,4.243635873265792,4.243635873265792,45.93429142523584,5.5130035986929045,59.93456677046033,0.0034209219556957443
8,-12896.17596076076,4.636194772914896,4.636194772914896,45.8436826959223,5.072071176351503,60.18814341810359,0.0037300031953505547
9,-12883.197955855856,4.985872908048466,4.985872908048466,45.74895335972311,4.666404720663552,60.387103896483595,0.004003044331233237
10,-12870.21995095095,5.295893228128594,5.295893228128594,45.651107011977096,4.293183644298687,60.536077112532965,0.00424285868268248
11,-12857.241946046046,5.569307307170383,5.569307307170383,45.55104277427073,3.9498129517263254,60.63947034033782,0.004452126942510406
12,-12844.263941141142,5.808995343741958,5.808995343741958,45.44955529443813,3.633905196285526,60.70145117820756,0.004633388319358307
13,-12831.285936236236,6.017666160964457,6.017666160964457,45.34733474656105,3.343263880336252,60.72593094882622,0.004789033673183259
14,-12818.307931331332,6.197857206512038,6.197857206512038,45.24496683096893,3.0758681830737493,60.71654942706675,0.0049213003753997495
15,-12805.329926426426,6.351934552611868,6.351934552611868,45.142932774238815,2.829858909818946,60.6766607892815,0.005032268647195359
16,-12792.351921521522,6.482092896044143,6.482092896044143,45.04160932919544,2.6035255650907287,60.609320686374446,0.005123859151534421
17,-12779.373916616616,6.590355558142063,6.590355558142063,44.941268774911144,2.3952944595794965,60.51727435077477,0.005197831636358485
18,-12766.395911711712,6.678574484791852,6.678574484791852,44.84207891670595,2.2037177683301508,60.40294565461981,0.0052557844484873075
19,-12753.417906806806,6.748430246432748,6.748430246432748,44.74410308614753,2.027463464056345,60.268427043069366,0.005299154759718971
20,-12740.439901901902,6.801432038057008,6.801432038057008,44.647300141051176,1.8653060555926524,60.11547027275785,0.00532921936862264
21,-12727.461896996998,6.838921522688524,6.838921522688524,44.55152424539065,1.7161180670893335,59.945485357857024,0.0053470989421704335
22,-12714.483892092092,6.863006779742178,6.863006779742178,44.45651473730099,1.5788621987048197,59.76139049549016,0.0053544870570389775
23,-12701.505887187188,6.87558324958463,6.87558324958463,44.36210376630585,1.452584114289412,59.56585437976453,0.0053529071605833665
24,-12688.527882282282,6.8778056327023975,6.8778056327023975,44.26819791370592,1.3364058059131718,59.36021498502388,0.005343302657033763
25,-12675.549877377378,6.870759901890592,6.870759901890592,44.174715698255895,1.2295194891017474,59.14575499113883,0.005326556873558459
26,-12662.571872472472,6.855463302252922,6.855463302252922,44.08158757616448,1.1311819863339039,58.92369616700423,0.005303493859339927
27,-12649.593867567568,6.832864351201682,6.832864351201682,43.988755941094375,1.0407095597493425,58.69519420324708,0.005274879119773423
28,-12636.615862662662,6.80384283845777,6.80384283845777,43.89617512416227,0.9574731571388077,58.46133395821661,0.0052414202961828076
29,-12623.637857757758,6.769209826050672,6.769209826050672,43.80381139393886,0.8808940381619612,58.22312508420217,0.005203767800440364
30,-12610.659852852852,6.72970764831847,6.72970764831847,43.71164295644883,0.8104397503822576,57.981498003468026,0.005162515412869548
31,-12597.681847947948,6.686009911907842,6.686009911907842,43.61965995517087,0.7456204271402891,57.73730020612685,0.005118200850801685
32,-12584.703843043044,6.638721495774053,6.638721495774053,43.527864471037674,0.6859853815248381,57.49129284411062,0.0050713063141497585
33,-12571.725838138138,6.588378551180973,6.588378551180973,43.43627052243593,0.6311199727595957,57.24414759755747,0.005022259013354568
34,-12558.747833233234,6.535448501701054,6.535448501701054,43.34490406520632,0.5806427232176388,56.99644379182608,0.004971431684050627
35,-12545.769828328328,6.48033004321535,6.48033004321535,43.25380299264354,0.5342026660183361,56.74866574509258,0.004919143091791326
36,-12532.791823423424,6.4233531439135065,6.4233531439135065,43.16301713549626,0.49147690476460737,56.50120032808789,0.00486565852916495
37,-12519.813818518518,6.364779044293764,6.364779044293764,43.07260826196717,0.45216836845345876,56.254334719008156,0.004811190306625315
38,-12506.835813613614,6.304800257162956,6.304800257162956,42.98265007771294,0.4160037459497451,56.0082543379886,0.004755898237352878
39,-12493.857808708708,6.243540567636508,6.243540567636508,42.893228225844254,0.3827315856616206,55.76304094677889,0.004699890115454276
40,-12480.879803803804,6.181133012735536,6.181133012735536,42.8043994452573,0.35212054720477,55.51878601793314,0.004643276333879983
41,-12467.9017988989,6.118163440263274,6.118163440263274,42.71595714231809,0.32395779289929655,55.27624181574393,0.004586477312529667
42,-12454.923793993994,6.054860328880819,6.054860328880819,42.627864460280236,0.2980475079153854,55.03563262595726,0.004529661396479426
43,-12441.94578908909,5.9913520807937495,5.9913520807937495,42.54013207150096,0.2742095387783605,54.797045771866834,0.004472925950003765
44,-12428.967784184184,5.92775983277537,5.92775983277537,42.45277031327569,0.2522781407666981,54.56056811959313,0.004416362041902425
45,-12415.98977927928,5.864197456166725,5.864197456166725,42.365789187837976,0.2321008254936917,54.326284925665114,0.004360054510796426
46,-12403.011774374374,5.80077155687658,5.80077155687658,42.279198362359566,0.2135373006600354,54.094278776772754,0.00430408203014274
